,final_match_id,final_qual,final_match,num_pdbs,PDB,ALPHAFOLD,ALPHAFOLD_MULTIMER,SWISS,ITASSER
CPLX0-7870,CPLX0-7870_&_full_match_1,82.37710526315789,{'CPLX0-7870_AlphaMulti': 1},1.0,,,1.0,,
Unmodelled_MONOMER_b4756,Unmodelled_MONOMER_b4756_&_full_match_0,80.95625,{'AF-P0DPP7-F1-model_v2_&_NOBFS_0': 1},1.0,,1.0,,,
Unmodelled_MONOMER_b3013,Unmodelled_MONOMER_b3013_&_full_match_1,89.40798701298702,{'AF-Q46858-F1-model_v2_&_NOBFS_0': 1},1.0,,1.0,,,
CPLX0-7877,CPLX0-7877_&_full_match_0,100.0,{'P0A6T1_1_549_3nbu_&_NOBFS_0': 1},1.0,,,,1.0,
Unmodelled_DIMER_b1774,Unmodelled_DIMER_b1774_&_full_match_1,99.4,{'P77280_1_345_3qj5_&_NOBFS_0': 1},1.0,,,,1.0,
CPLX0-7878,CPLX0-7878_&_full_match_0,97.5,{'2q28-assembly1.cif_&_MATCH_0': 1},1.0,1.0,,,,
CPLX0-7879,CPLX0-7879_&_full_match_0,92.14719008264463,{'CPLX0-7879_AlphaMulti': 1},1.0,,,1.0,,
G7558-MONOMER,G7558-MONOMER_&_full_match_1,94.70335260115608,{'AF-Q46851-F1-model_v2_&_NOBFS_0': 1},1.0,,1.0,,,
EG11598-MONOMER,EG11598-MONOMER_&_full_match_0,97.2,{'MOAE_ECOLI_model1_clean_residues_removed_&_NOBFS_0': 1},1.0,,,,,1.0
Unmodelled_DIMER_b1776,Unmodelled_DIMER_b1776_&_full_match_0,98.9,{'P77539_1_354_5kia_&_NOBFS_0': 1},1.0,,,,1.0,
Unmodelled_DIMER_b0372,Unmodelled_DIMER_b0372_&_full_match_0,94.8,{'P0CF80_3_275_5hoo_&_NOBFS_0': 1},1.0,,,,1.0,
Unmodelled_MONOMER_b0735,Unmodelled_MONOMER_b0735_&_full_match_0,89.84783505154638,{'AF-P0AAV0-F1-model_v2_&_NOBFS_0': 1},1.0,,1.0,,,
2-ISOPROPYLMALATESYN-MONOMER,2-ISOPROPYLMALATESYN-MONOMER_&_full_match_2,93.46524856596558,{'2-ISOPROPYLMALATESYN-MONOMER_AlphaMulti': 1},1.0,,,1.0,,
CPLX0-3971,CPLX0-3971_&_subset_match_1,96.41401396160558,"{'CPLX0-3971_AlphaMulti': 1, 'AF-P37128-F1-model_v2_&_NOBFS_0': 1}",2.0,,0.3333333333333333,0.6666666666666666,,
CPLX0-3970,CPLX0-3970_&_full_match_0,86.13348568281937,{'CPLX0-3970_AlphaMulti': 1},1.0,,,1.0,,
Unmodelled_MONOMER_b2776,Unmodelled_MONOMER_b2776_&_full_match_2,94.25353658536585,{'AF-P55138-F1-model_v2_&_NOBFS_0': 1},1.0,,1.0,,,
GART-DIMER,GART-DIMER_&_full_match_1,98.6,{'P08179_1_209_1gar_&_NOBFS_0': 1},1.0,,,,1.0,
Unmodelled_MONOMER_b2775,Unmodelled_MONOMER_b2775_&_full_match_1,91.1,{'YQCE_ECOLI_model1_clean_residues_removed_&_NOBFS_0': 1},1.0,,,,,1.0
EG12013-DIMER,EG12013-DIMER_&_full_match_1,94.5,{'P33363_36_758_5xxn_&_NOBFS_0': 1},1.0,,,,1.0,
Unmodelled_MONOMER_b2770,Unmodelled_MONOMER_b2770_&_full_match_2,98.8,{'Q46908_1_256_5ow0_&_NOBFS_0': 1},1.0,,,,1.0,
Unmodelled_MONOMER_b2771,Unmodelled_MONOMER_b2771_&_full_match_0,88.7,{'YGCS_ECOLI_model1_clean_residues_removed_&_NOBFS_0': 1},1.0,,,,,1.0
ABC-4-CPLX,ABC-4-CPLX_&_full_match_0,89.68393428812132,{'ABC-4-CPLX_AlphaMulti': 1},1.0,,,1.0,,
FORMHYDROGI-CPLX,FORMHYDROGI-CPLX_&_full_match_0,88.68843023255812,{'FORMHYDROGI-CPLX_AlphaMulti': 1},1.0,,,1.0,,
CPLX0-8249,CPLX0-8249_&_full_match_0,89.75718911917097,{'CPLX0-8249_AlphaMulti': 1},1.0,,,1.0,,
EG12195-DIMER,EG12195-DIMER_&_full_match_1,98.5,{'P36662_4_199_1n1c_&_NOBFS_0': 1},1.0,,,,1.0,
LYSDECARBOX-CPLX,LYSDECARBOX-CPLX_&_full_match_1,99.4,{'P0A9H3_1_711_3q16_&_NOBFS_0': 1},1.0,,,,1.0,
Unmodelled_TRIMER_b3235,Unmodelled_TRIMER_b3235_&_full_match_0,89.59999999999998,{'P0AEE3_37_354_1te0_&_NOBFS_0': 1},1.0,,,,1.0,
CPLX0-2621,CPLX0-2621_&_full_match_0,55.9498,{'CPLX0-2621_AlphaMulti': 1},1.0,,,1.0,,
Unmodelled_DIMER_b2829,Unmodelled_DIMER_b2829_&_full_match_0,76.1,{'P37177_171_739_2hwg_&_NOBFS_0': 1},1.0,,,,1.0,
Unmodelled_NONAMER_b0587,Unmodelled_NONAMER_b0587_&_full_match_1,70.8,{'P26266_64_330_3b8m_&_NOBFS_0': 1},1.0,,,,1.0,
CPLX0-7986,CPLX0-7986_&_full_match_1,88.6492656587473,{'CPLX0-7986_AlphaMulti': 1},1.0,,,1.0,,
CPLX0-7987,CPLX0-7987_&_full_match_0,98.40000000000002,{'P0AGL2_2_128_2uyk_&_NOBFS_0': 1},1.0,,,,1.0,
CPLX0-7984,CPLX0-7984_&_full_match_0,99.7,{'4g0i-assembly1.cif_&_NOBFS_0': 1},1.0,1.0,,,,
CPLX0-7985,CPLX0-7985_&_full_match_0,23.1,{'P39285_831_1086_4hw9_&_NOBFS_0': 1},1.0,,,,1.0,
RUVABC-CPLX,RUVABC-CPLX_&_subset_match_0,51.24462427745666,"{'7pbp-assembly1.cif_&_MATCH_1': 2, 'P0A814_2_159_1hjr_&_NOBFS_0': 1}",3.0,0.9333333333333333,,,0.06666666666666667,
CPLX0-7983,CPLX0-7983_&_full_match_0,35.9,{'P75783_462_727_3udc_&_NOBFS_0': 1},1.0,,,,1.0,
CPLX0-7981,CPLX0-7981_&_subset_match_0,89.29197590361444,{'AF-P0AAT4-F1-model_v2_&_NOBFS_0': 7},7.0,,1.0,,,
RIBULP3EPIM-HEXAMER,RIBULP3EPIM-HEXAMER_&_full_match_1,97.93333333333334,{'P0AG07_3_223_5umf_&_NOBFS_0': 1},1.0,,,,1.0,
QUINOPRIBOTRANS-CPLX,QUINOPRIBOTRANS-CPLX_&_full_match_0,96.13617845117844,{'QUINOPRIBOTRANS-CPLX_AlphaMulti': 1},1.0,,,1.0,,
CPLX0-7989,CPLX0-7989_&_full_match_0,97.9,{'P0ACV6_1_237_5hxd_&_NOBFS_0': 1},1.0,,,,1.0,
IscU,IscU_&_full_match_1,90.193828125,{'IscU_AlphaMulti': 1},1.0,,,1.0,,
TRE6PHYDRO-MONOMER,TRE6PHYDRO-MONOMER_&_full_match_0,98.8,{'TREC_ECOLI_model1_clean_residues_removed_&_NOBFS_0': 1},1.0,,,,,1.0
Unmodelled_MONOMER_b3576,Unmodelled_MONOMER_b3576_&_full_match_2,99.4,{'P37673_1_154_1s4c_&_NOBFS_0': 1},1.0,,,,1.0,
YrdC_mono,YrdC_mono_&_full_match_0,99.5,{'2mx1-assembly1.cif_&_MATCH_0': 1},1.0,1.0,,,,
AROF-CPLX,AROF-CPLX_&_full_match_0,98.9,{'P00888_4_355_6agm_&_NOBFS_0': 1},1.0,,,,1.0,
YhhP_mono,YhhP_mono_&_full_match_1,100.0,{'1dcj-assembly1.cif_&_MATCH_1': 1},1.0,1.0,,,,
Unmodelled_DIMER_b1128,Unmodelled_DIMER_b1128_&_full_match_1,99.7,{'P27431_1_372_4ccl_&_NOBFS_0': 1},1.0,,,,1.0,
RpsF_mono,RpsF_mono_&_full_match_0,91.05237037037035,{'AF-P02358-F1-model_v2_&_NOBFS_0': 1},1.0,,1.0,,,
ARGSUCCTRAN-MONOMER,ARGSUCCTRAN-MONOMER_&_full_match_2,97.7,{'P0AE37_2_337_1yle_&_NOBFS_0': 1},1.0,,,,1.0,
Unmodelled_DIMER_b0313,Unmodelled_DIMER_b0313_&_full_match_0,94.4,{'P17446_7_190_4jnn_&_NOBFS_0': 1},1.0,,,,1.0,
G6718-TETRAMER,G6718-TETRAMER_&_full_match_0,99.15,{'P0C7L2_2_399_1ulq_&_NOBFS_0': 1},1.0,,,,1.0,
LSERINEDEAM1-DIMER,LSERINEDEAM1-DIMER_&_full_match_0,99.1,{'P16095_2_451_4rqo_&_NOBFS_0': 1},1.0,,,,1.0,
CPLX0-1221,CPLX0-1221_&_full_match_0,99.5,{'P45799_2_186_1vhg_&_NOBFS_0': 1},1.0,,,,1.0,
PYRUVFORMLY-INACTIVE-CPLX,PYRUVFORMLY-INACTIVE-CPLX_&_full_match_0,99.9,{'1h16-assembly1.cif_&_MATCH_3': 1},1.0,1.0,,,,
Unmodelled_MONOMER_b3570,Unmodelled_MONOMER_b3570_&_full_match_0,82.3262408759124,{'AF-P27297-F1-model_v2_&_NOBFS_0': 1},1.0,,1.0,,,
RpsP_mono,RpsP_mono_&_full_match_2,100.0,{'P0A7T3_1_82_4v7v_&_NOBFS_0': 1},1.0,,,,1.0,
Unmodelled_MONOMER_b2175,Unmodelled_MONOMER_b2175_&_full_match_0,85.22648936170212,{'AF-P0AFV4-F1-model_v2_&_NOBFS_0': 1},1.0,,1.0,,,
Unmodelled_MONOMER_b2176,Unmodelled_MONOMER_b2176_&_full_match_3,86.91160231660231,{'AF-P76446-F1-model_v2_&_NOBFS_0': 1},1.0,,1.0,,,
Unmodelled_MONOMER_b2171,Unmodelled_MONOMER_b2171_&_full_match_3,100.0,{'P0A6N8_1_190_6j7m_&_NOBFS_0': 1},1.0,,,,1.0,
Unmodelled_MONOMER_b2172,Unmodelled_MONOMER_b2172_&_full_match_0,97.8,{'YEIQ_ECOLI_model1_clean_residues_removed_&_NOBFS_0': 1},1.0,,,,,1.0
Unmodelled_MONOMER_b2173,Unmodelled_MONOMER_b2173_&_full_match_3,91.3,{'YEIR_ECOLI_model1_clean_residues_removed_&_NOBFS_0': 1},1.0,,,,,1.0
Unmodelled_MONOMER_b4705,Unmodelled_MONOMER_b4705_&_full_match_1,70.41166666666666,{'AF-P0DKB3-F1-model_v2_&_NOBFS_0': 1},1.0,,1.0,,,
Unmodelled_MONOMER_b4332,Unmodelled_MONOMER_b4332_&_full_match_1,90.87104591836734,{'AF-P39381-F1-model_v2_&_NOBFS_0': 1},1.0,,1.0,,,
THIKIN-MONOMER,THIKIN-MONOMER_&_full_match_0,91.69080291970802,{'AF-P75948-F1-model_v2_&_NOBFS_0': 1},1.0,,1.0,,,
YecO_mono,YecO_mono_&_full_match_0,93.3,{'P76290_15_247_4gek_&_NOBFS_0': 1},1.0,,,,1.0,
GKI-DIMER,GKI-DIMER_&_full_match_1,99.2,{'P23524_1_378_3cwc_&_NOBFS_0': 1},1.0,,,,1.0,
TETRAACYLDISACC4KIN-MONOMER,TETRAACYLDISACC4KIN-MONOMER_&_full_match_2,94.66509146341465,{'AF-P27300-F1-model_v2_&_NOBFS_0': 1},1.0,,1.0,,,
Unmodelled_MONOMER_b2805,Unmodelled_MONOMER_b2805_&_full_match_1,91.19954732510288,{'AF-P0ACK8-F1-model_v2_&_NOBFS_0': 1},1.0,,1.0,,,
TRPS-CPLX,TRPS-CPLX_&_full_match_1,93.27155688622757,{'TRPS-CPLX_AlphaMulti': 1},1.0,,,1.0,,
TAP-CPLX,TAP-CPLX_&_subset_match_174,84.9580878327942,"{'AF-P07018-F1-model_v2_&_NOBFS_0': 10, 'CHEA-CPLX_AlphaMulti': 1, 'b1885_2__AlphaMulti': 1, 'b1887_2__AlphaMulti': 1}",13.0,,0.6631002736999253,0.3368997263000746,,
Unmodelled_MONOMER_b4335,Unmodelled_MONOMER_b4335_&_full_match_0,98.7,{'P39384_6_383_6eno_&_NOBFS_0': 1},1.0,,,,1.0,
Unmodelled_MONOMER_b4333,Unmodelled_MONOMER_b4333_&_full_match_3,90.40157342657344,{'AF-P39382-F1-model_v2_&_NOBFS_0': 1},1.0,,1.0,,,
Unmodelled_MONOMER_b2860,Unmodelled_MONOMER_b2860_&_full_match_2,86.58581395348837,{'AF-P0CF56-F1-model_v2_&_NOBFS_0': 1},1.0,,1.0,,,
Unmodelled_DIMER_b0293,Unmodelled_DIMER_b0293_&_full_match_1,88.7,{'P0AAA3_23_195_3qs2_&_NOBFS_0': 1},1.0,,,,1.0,
CPLX0-1863,CPLX0-1863_&_full_match_0,100.0,{'P0AFP6_1_247_1nmo_&_NOBFS_0': 1},1.0,,,,1.0,
Unmodelled_MONOMER_b4337,Unmodelled_MONOMER_b4337_&_full_match_1,91.88648780487806,{'AF-P39386-F1-model_v2_&_NOBFS_0': 1},1.0,,1.0,,,
Unmodelled_DIMER_b2550,Unmodelled_DIMER_b2550_&_full_match_0,87.65,{'P76586_12_394_5f7p_&_NOBFS_0': 1},1.0,,,,1.0,
Unmodelled_MONOMER_b0848,Unmodelled_MONOMER_b0848_&_full_match_0,72.48935999999999,{'AF-P64439-F1-model_v2_&_NOBFS_0': 1},1.0,,1.0,,,
CPLX-8401,CPLX-8401_&_full_match_0,94.0,{'1xru-assembly2.cif_&_NOBFS_0': 1},1.0,1.0,,,,
Unmodelled_MONOMER_b0965,Unmodelled_MONOMER_b0965_&_full_match_2,100.0,{'P75874_1_137_2duw_&_NOBFS_0': 1},1.0,,,,1.0,
ABC-28-CPLX,ABC-28-CPLX_&_full_match_0,85.13410701876303,{'ABC-28-CPLX_AlphaMulti': 1},1.0,,,1.0,,
Unmodelled_DIMER_b2319,Unmodelled_DIMER_b2319_&_full_match_0,99.4,{'P08390_2_336_2r00_&_NOBFS_0': 1},1.0,,,,1.0,
CPLX0-3501,CPLX0-3501_&_full_match_0,92.26478723404254,{'CPLX0-3501_AlphaMulti': 1},1.0,,,1.0,,
Unmodelled_MONOMER_b2008,Unmodelled_MONOMER_b2008_&_full_match_1,87.54443181818182,{'AF-P33011-F1-model_v2_&_NOBFS_0': 1},1.0,,1.0,,,
Unmodelled_MONOMER_b2009,Unmodelled_MONOMER_b2009_&_full_match_0,99.2,{'SBMC_ECOLI_model1_clean_residues_removed_&_NOBFS_0': 1},1.0,,,,,1.0
SUPEROX-DISMUTMN-CPLX,SUPEROX-DISMUTMN-CPLX_&_full_match_0,99.5,{'1mmm-assembly1.cif_&_MATCH_0': 1},1.0,1.0,,,,
Unmodelled_MONOMER_b2000,Unmodelled_MONOMER_b2000_&_full_match_1,89.65269489894129,{'AF-P39180-F1-model_v2_&_NOBFS_0': 1},1.0,,1.0,,,
Unmodelled_MONOMER_b2001,Unmodelled_MONOMER_b2001_&_full_match_1,85.60358823529413,{'AF-P76361-F1-model_v2_&_NOBFS_0': 1},1.0,,1.0,,,
Unmodelled_MONOMER_b2002,Unmodelled_MONOMER_b2002_&_full_match_0,91.67195945945946,{'AF-P76362-F1-model_v2_&_NOBFS_0': 1},1.0,,1.0,,,
Unmodelled_MONOMER_b2003,Unmodelled_MONOMER_b2003_&_full_match_1,96.84863013698632,{'AF-P64521-F1-model_v2_&_NOBFS_0': 1},1.0,,1.0,,,
Unmodelled_MONOMER_b2004,Unmodelled_MONOMER_b2004_&_full_match_2,94.3,{'P76364_4_118_2inw_&_NOBFS_0': 1},1.0,,,,1.0,
RpoH_mono,RpoH_mono_&_full_match_2,96.1,{'P0AGB3_10_282_5xj0_&_NOBFS_0': 1},1.0,,,,1.0,
Unmodelled_MONOMER_b2006,Unmodelled_MONOMER_b2006_&_full_match_1,83.01390625000002,{'AF-P64526-F1-model_v2_&_NOBFS_0': 1},1.0,,1.0,,,
Unmodelled_MONOMER_b2007,Unmodelled_MONOMER_b2007_&_full_match_1,92.24981651376144,{'AF-P0A8M6-F1-model_v2_&_NOBFS_0': 1},1.0,,1.0,,,
Unmodelled_MONOMER_b1188,Unmodelled_MONOMER_b1188_&_full_match_0,87.52090196078431,{'AF-P29013-F1-model_v2_&_NOBFS_0': 1},1.0,,1.0,,,
Unmodelled_DIMER_b3401,Unmodelled_DIMER_b3401_&_full_match_1,78.1,{'P0A6Y5_4_231_1i7f_&_NOBFS_0': 1},1.0,,,,1.0,
Unmodelled_MONOMER_b2807,Unmodelled_MONOMER_b2807_&_full_match_0,94.17847328244277,{'AF-P0ADR2-F1-model_v2_&_NOBFS_0': 1},1.0,,1.0,,,
3-OXOACYL-ACP-REDUCT-TETRAMER,3-OXOACYL-ACP-REDUCT-TETRAMER_&_full_match_0,99.6,{'P0AEK2_2_244_1q7b_&_NOBFS_0': 1},1.0,,,,1.0,
ABC-3-CPLX,ABC-3-CPLX_&_full_match_0,88.5106129032258,{'ABC-3-CPLX_AlphaMulti': 1},1.0,,,1.0,,
Unmodelled_MONOMER_b2098,Unmodelled_MONOMER_b2098_&_full_match_2,91.9,{'YEGT_ECOLI_model1_clean_residues_removed_&_NOBFS_0': 1},1.0,,,,,1.0
FORMYLTHFDEFORMYL-CPLX,FORMYLTHFDEFORMYL-CPLX_&_full_match_0,84.44663095238097,{'FORMYLTHFDEFORMYL-CPLX_AlphaMulti': 1},1.0,,,1.0,,
CPLX-64,CPLX-64_&_full_match_0,99.3,{'P77671_2_451_3e74_&_NOBFS_0': 1},1.0,,,,1.0,
Unmodelled_MONOMER_b2473,Unmodelled_MONOMER_b2473_&_full_match_0,92.94034482758622,{'AF-P76561-F1-model_v2_&_NOBFS_0': 1},1.0,,1.0,,,
YggH_mono,YggH_mono_&_full_match_3,94.1068619246862,{'AF-P0A8I5-F1-model_v2_&_NOBFS_0': 1},1.0,,1.0,,,
Unmodelled_DIMER_b2434,Unmodelled_DIMER_b2434_&_full_match_0,99.65,{'P76539_1_141_4qus_&_NOBFS_0': 1},1.0,,,,1.0,
Unmodelled_MONOMER_b1674,Unmodelled_MONOMER_b1674_&_full_match_0,85.01379807692307,{'AF-P0AAL6-F1-model_v2_&_NOBFS_0': 1},1.0,,1.0,,,
Unmodelled_MONOMER_b1675,Unmodelled_MONOMER_b1675_&_full_match_2,93.17695652173914,{'AF-P0ACX5-F1-model_v2_&_NOBFS_0': 1},1.0,,1.0,,,
Unmodelled_MONOMER_b1672,Unmodelled_MONOMER_b1672_&_full_match_2,89.11479069767442,{'AF-P77564-F1-model_v2_&_NOBFS_0': 1},1.0,,1.0,,,
Unmodelled_MONOMER_b1673,Unmodelled_MONOMER_b1673_&_full_match_2,100.0,{'P76192_1_700_4z3w_&_NOBFS_0': 1},1.0,,,,1.0,
Unmodelled_MONOMER_b1670,Unmodelled_MONOMER_b1670_&_full_match_1,88.31432950191572,{'AF-P77409-F1-model_v2_&_NOBFS_0': 1},1.0,,1.0,,,
Unmodelled_MONOMER_b1671,Unmodelled_MONOMER_b1671_&_full_match_2,89.33824324324324,{'AF-P77375-F1-model_v2_&_NOBFS_0': 1},1.0,,1.0,,,
PROPKIN-DIMER,PROPKIN-DIMER_&_full_match_0,98.0,{'P11868_4_397_1x3m_&_NOBFS_0': 1},1.0,,,,1.0,
DHPDIOXYGEN-CPLX,DHPDIOXYGEN-CPLX_&_full_match_0,94.89470541401272,{'DHPDIOXYGEN-CPLX_AlphaMulti': 1},1.0,,,1.0,,
AROH-CPLX,AROH-CPLX_&_full_match_2,96.83058908045976,{'AROH-CPLX_AlphaMulti': 1},1.0,,,1.0,,
Unmodelled_MONOMER_b1678,Unmodelled_MONOMER_b1678_&_full_match_1,87.59856287425148,{'AF-P76193-F1-model_v2_&_NOBFS_0': 1},1.0,,1.0,,,
Unmodelled_MONOMER_b3284,Unmodelled_MONOMER_b3284_&_full_match_1,84.44528662420382,{'AF-P0A828-F1-model_v2_&_NOBFS_0': 1},1.0,,1.0,,,
TmcA_mono,TmcA_mono_&_full_match_2,99.9,{'P76562_1_670_2zpa_&_NOBFS_0': 1},1.0,,,,1.0,
YjbC_mono,YjbC_mono_&_full_match_0,86.06020689655172,{'AF-P32684-F1-model_v2_&_NOBFS_0': 1},1.0,,1.0,,,
ARGSUCCINLYA-TETRAMER,ARGSUCCINLYA-TETRAMER_&_full_match_1,99.6,{'P11447_2_456_6rx8_&_NOBFS_0': 1},1.0,,,,1.0,
CYT-O-UBIOX-CPLX,CYT-O-UBIOX-CPLX_&_full_match_0,93.08869093725795,{'7n9z-assembly1.cif_&_NOBFS_0': 1},1.0,1.0,,,,
CPLX0-7662,CPLX0-7662_&_full_match_0,99.7,{'P05804_1_601_3lpf_&_NOBFS_0': 1},1.0,,,,1.0,
Unmodelled_MONOMER_b1100,Unmodelled_MONOMER_b1100_&_full_match_0,100.0,{'P0AFQ7_1_265_1yix_&_NOBFS_0': 1},1.0,,,,1.0,
Unmodelled_MONOMER_b2123,Unmodelled_MONOMER_b2123_&_full_match_3,89.6,{'YEHR_ECOLI_model1_clean_residues_removed_&_NOBFS_0': 1},1.0,,,,,1.0
Unmodelled_MONOMER_b0985,Unmodelled_MONOMER_b0985_&_full_match_2,91.1,{'P75883_23_248_3p42_&_NOBFS_0': 1},1.0,,,,1.0,
Unmodelled_MONOMER_b0984,Unmodelled_MONOMER_b0984_&_full_match_0,90.8982664756447,{'AF-P75882-F1-model_v2_&_NOBFS_0': 1},1.0,,1.0,,,
Unmodelled_MONOMER_b1104,Unmodelled_MONOMER_b1104_&_full_match_0,86.89471999999999,{'AF-P75946-F1-model_v2_&_NOBFS_0': 1},1.0,,1.0,,,
Unmodelled_MONOMER_b1105,Unmodelled_MONOMER_b1105_&_full_match_1,90.6,{'P0AB38_21_213_2mii_&_NOBFS_0': 1},1.0,,,,1.0,
Unmodelled_MONOMER_b0981,Unmodelled_MONOMER_b0981_&_full_match_2,84.49418732782371,{'AF-P38134-F1-model_v2_&_NOBFS_0': 1},1.0,,1.0,,,
Unmodelled_MONOMER_b1459,Unmodelled_MONOMER_b1459_&_full_match_1,87.52887096774195,{'AF-P76119-F1-model_v2_&_NOBFS_0': 1},1.0,,1.0,,,
Unmodelled_MONOMER_b1108,Unmodelled_MONOMER_b1108_&_full_match_2,98.9,{'P0A8E1_2_179_4fle_&_NOBFS_0': 1},1.0,,,,1.0,
OROTPDECARB-CPLX,OROTPDECARB-CPLX_&_full_match_0,94.3,{'P08244_12_242_1jjk_&_NOBFS_0': 1},1.0,,,,1.0,
Unmodelled_MONOMER_b1455,Unmodelled_MONOMER_b1455_&_full_match_0,67.65328571428573,{'AF-P76118-F1-model_v2_&_NOBFS_0': 1},1.0,,1.0,,,
Unmodelled_MONOMER_b1452,Unmodelled_MONOMER_b1452_&_full_match_1,92.63963172804532,{'AF-P76116-F1-model_v2_&_NOBFS_0': 1},1.0,,1.0,,,
PSD-MONOMER,PSD-MONOMER_&_full_match_1,90.86341614906831,{'AF-P0A8K1-F1-model_v2_&_NOBFS_0': 1},1.0,,1.0,,,
Unmodelled_MONOMER_b0989,Unmodelled_MONOMER_b0989_&_full_match_0,100.0,{'P0A982_1_70_2l15_&_NOBFS_0': 1},1.0,,,,1.0,
Unmodelled_MONOMER_b0988,Unmodelled_MONOMER_b0988_&_full_match_1,87.41113772455091,{'AF-P57998-F1-model_v2_&_NOBFS_0': 1},1.0,,1.0,,,
Unmodelled_MONOMER_b1218,Unmodelled_MONOMER_b1218_&_full_match_3,92.60510822510822,{'AF-P39163-F1-model_v2_&_NOBFS_0': 1},1.0,,1.0,,,
Unmodelled_MONOMER_b2120,Unmodelled_MONOMER_b2120_&_full_match_0,89.09906455862978,{'AF-P33349-F1-model_v2_&_NOBFS_0': 1},1.0,,1.0,,,
NUPC-MONOMER,NUPC-MONOMER_&_full_match_1,91.90259166666668,{'NUPC-MONOMER_AlphaMulti': 1},1.0,,,1.0,,
CPLX0-7852,CPLX0-7852_&_full_match_0,85.73416879795396,{'CPLX0-7852_AlphaMulti': 1},1.0,,,1.0,,
Unmodelled_MONOMER_b4667,Unmodelled_MONOMER_b4667_&_full_match_1,95.84263157894735,{'AF-C1P607-F1-model_v2_&_NOBFS_0': 1},1.0,,1.0,,,
APO-ENTB,APO-ENTB_&_full_match_0,97.9,{'2fq1-assembly1.cif_&_MATCH_0': 1},1.0,1.0,,,,
MALATE-SYNTHASE,MALATE-SYNTHASE_&_full_match_1,99.2,{'3cuz-assembly1.cif_&_MATCH_0': 1},1.0,1.0,,,,
Unmodelled_MONOMER_b1070,Unmodelled_MONOMER_b1070_&_full_match_2,86.2,{'P43533_2_120_5b3d_&_NOBFS_0': 1},1.0,,,,1.0,
Unmodelled_MONOMER_b1071,Unmodelled_MONOMER_b1071_&_full_match_0,71.08092783505154,{'AF-P0AEM4-F1-model_v2_&_NOBFS_0': 1},1.0,,1.0,,,
Unmodelled_MONOMER_b1072,Unmodelled_MONOMER_b1072_&_full_match_2,90.4,{'P75933_22_219_3tee_&_NOBFS_0': 1},1.0,,,,1.0,
RpsE_mono,RpsE_mono_&_full_match_2,94.0,{'P0A7W1_10_166_5iqr_&_NOBFS_0': 1},1.0,,,,1.0,
Unmodelled_MONOMER_b4665,Unmodelled_MONOMER_b4665_&_full_match_0,95.77631578947368,{'AF-C1P615-F1-model_v2_&_NOBFS_0': 1},1.0,,1.0,,,
Unmodelled_MONOMER_b2125,Unmodelled_MONOMER_b2125_&_full_match_2,99.2,{'P0AFT5_2_238_1kgs_&_NOBFS_0': 1},1.0,,,,1.0,
Unmodelled_MONOMER_b3873,Unmodelled_MONOMER_b3873_&_full_match_1,97.46984662576686,{'AF-P32134-F1-model_v2_&_NOBFS_0': 1},1.0,,1.0,,,
NAD-SYNTH-CPLX,NAD-SYNTH-CPLX_&_full_match_0,100.0,{'P18843_1_275_3hmq_&_NOBFS_0': 1},1.0,,,,1.0,
Unmodelled_MONOMER_b1585,Unmodelled_MONOMER_b1585_&_full_match_2,92.56059322033899,{'AF-P67553-F1-model_v2_&_NOBFS_0': 1},1.0,,1.0,,,
Unmodelled_MONOMER_b1586,Unmodelled_MONOMER_b1586_&_full_match_1,73.90752475247524,{'AF-P76172-F1-model_v2_&_NOBFS_0': 1},1.0,,1.0,,,
Unmodelled_MONOMER_b2124,Unmodelled_MONOMER_b2124_&_full_match_2,96.51403846153843,{'AF-P33355-F1-model_v2_&_NOBFS_0': 1},1.0,,1.0,,,
B0511-MONOMER,B0511-MONOMER_&_full_match_1,91.56440082644629,{'AF-P75712-F1-model_v2_&_NOBFS_0': 1},1.0,,1.0,,,
Unmodelled_MONOMER_b0858,Unmodelled_MONOMER_b0858_&_full_match_1,79.82481481481481,{'AF-P0AAZ0-F1-model_v2_&_NOBFS_0': 1},1.0,,1.0,,,
Unmodelled_MONOMER_b1582,Unmodelled_MONOMER_b1582_&_full_match_1,86.73231481481483,{'AF-P76169-F1-model_v2_&_NOBFS_0': 1},1.0,,1.0,,,
Unmodelled_MONOMER_b1583,Unmodelled_MONOMER_b1583_&_full_match_0,83.63141592920356,{'AF-P76170-F1-model_v2_&_NOBFS_0': 1},1.0,,1.0,,,
CPLX0-7692,CPLX0-7692_&_full_match_1,98.7,{'P0AEY3_2_261_3cra_&_NOBFS_0': 1},1.0,,,,1.0,
CPLX0-7693,CPLX0-7693_&_full_match_0,99.5,{'P41407_2_201_2z9b_&_NOBFS_0': 1},1.0,,,,1.0,
Unmodelled_MONOMER_b0850,Unmodelled_MONOMER_b0850_&_full_match_0,77.07736842105264,{'AF-P46119-F1-model_v2_&_NOBFS_0': 1},1.0,,1.0,,,
ABC-13-CPLX,ABC-13-CPLX_&_full_match_0,87.97138755980859,{'ABC-13-CPLX_AlphaMulti': 1},1.0,,,1.0,,
CPLX0-7697,CPLX0-7697_&_full_match_1,78.45703744493392,{'CPLX0-7697_AlphaMulti': 1},1.0,,,1.0,,
CPLX0-7694,CPLX0-7694_&_full_match_0,99.7,{'1u60-assembly4.cif_&_MATCH_0': 1},1.0,1.0,,,,
