,alphafold1_model_score,alphafold1_ipTM,alphafold1_pTM,plddt,pdb_file,score_file,dfparent_index,sequence_length,QCQA_verdict,PDB,SWISS,Comments
b4175_1__b4174_1_,0.666,0.68,0.61,75.15638778220452,../../../../../../../../mnt/wwn-0x5000c500b96b98e1-part1/GSPAT/GEMPRO/structures/all_alphafoldMultimer/b4175_1__b4174_1_.result/b4175_1__b4174_1__unrelaxed_rank_001_alphafold2_multimer_v3_model_1_seed_000.pdb,../../../../../../../../mnt/wwn-0x5000c500b96b98e1-part1/GSPAT/GEMPRO/structures/all_alphafoldMultimer/b4175_1__b4174_1_.result/b4175_1__b4174_1__scores_rank_001_alphafold2_multimer_v3_model_1_seed_000.json,b4175_1__b4174_1_,753.0,Good,,,
GLY3KIN-MONOMER,0.8919999885559083,0.8899999856948853,0.9,95.67717847769028,../../../../../../../../mnt/wwn-0x5000c500b96b98e1-part1/GSPAT/GEMPRO/structures/all_alphafoldMultimer/GLY3KIN-MONOMER.result/GLY3KIN-MONOMER_unrelaxed_rank_1_model_3.pdb,../../../../../../../../mnt/wwn-0x5000c500b96b98e1-part1/GSPAT/GEMPRO/structures/all_alphafoldMultimer/GLY3KIN-MONOMER.result/GLY3KIN-MONOMER_unrelaxed_rank_1_model_3_scores.json,GLY3KIN-MONOMER,762.0,Auto,,,
CHORISMUTPREPHENDEHYDRAT-CPLX,0.7599999923706056,0.7599999904632568,0.76,86.63374352331606,../../../../../../../../mnt/wwn-0x5000c500b96b98e1-part1/GSPAT/GEMPRO/structures/all_alphafoldMultimer/CHORISMUTPREPHENDEHYDRAT-CPLX.result/CHORISMUTPREPHENDEHYDRAT-CPLX_unrelaxed_rank_1_model_3.pdb,../../../../../../../../mnt/wwn-0x5000c500b96b98e1-part1/GSPAT/GEMPRO/structures/all_alphafoldMultimer/CHORISMUTPREPHENDEHYDRAT-CPLX.result/CHORISMUTPREPHENDEHYDRAT-CPLX_unrelaxed_rank_1_model_3_scores.json,CHORISMUTPREPHENDEHYDRAT-CPLX,772.0,Good,,,
CPLX0-8249,0.607999979019165,0.5899999737739563,0.68,89.75718911917097,../../../../../../../../mnt/wwn-0x5000c500b96b98e1-part1/GSPAT/GEMPRO/structures/all_alphafoldMultimer/CPLX0-8249.result/CPLX0-8249_unrelaxed_rank_1_model_3.pdb,../../../../../../../../mnt/wwn-0x5000c500b96b98e1-part1/GSPAT/GEMPRO/structures/all_alphafoldMultimer/CPLX0-8249.result/CPLX0-8249_unrelaxed_rank_1_model_3_scores.json,CPLX0-8249,772.0,Good,,,
CPLX-3946,0.4820000076293946,0.49000000953674316,0.45,77.18371134020619,../../../../../../../../mnt/wwn-0x5000c500b96b98e1-part1/GSPAT/GEMPRO/structures/all_alphafoldMultimer/CPLX-3946.result/CPLX-3946_unrelaxed_rank_1_model_3.pdb,../../../../../../../../mnt/wwn-0x5000c500b96b98e1-part1/GSPAT/GEMPRO/structures/all_alphafoldMultimer/CPLX-3946.result/CPLX-3946_unrelaxed_rank_1_model_3_scores.json,CPLX-3946,776.0,Poor,,,
THZ-KIN-MONOMER,0.9519999904632568,0.949999988079071,0.96,95.4282951653944,../../../../../../../../mnt/wwn-0x5000c500b96b98e1-part1/GSPAT/GEMPRO/structures/all_alphafoldMultimer/THZ-KIN-MONOMER.result/THZ-KIN-MONOMER_unrelaxed_rank_1_model_3.pdb,../../../../../../../../mnt/wwn-0x5000c500b96b98e1-part1/GSPAT/GEMPRO/structures/all_alphafoldMultimer/THZ-KIN-MONOMER.result/THZ-KIN-MONOMER_unrelaxed_rank_1_model_3_scores.json,THZ-KIN-MONOMER,786.0,Auto,,,
EG12130-MONOMER_EG12131-MONOMER,0.7940000095367432,0.800000011920929,0.77,83.90531130876748,../../../../../../../../mnt/wwn-0x5000c500b96b98e1-part1/GSPAT/GEMPRO/structures/all_alphafoldMultimer/EG12130-MONOMER_EG12131-MONOMER.result/EG12130-MONOMER_EG12131-MONOMER_unrelaxed_rank_1_model_3.pdb,../../../../../../../../mnt/wwn-0x5000c500b96b98e1-part1/GSPAT/GEMPRO/structures/all_alphafoldMultimer/EG12130-MONOMER_EG12131-MONOMER.result/EG12130-MONOMER_EG12131-MONOMER_unrelaxed_rank_1_model_3_scores.json,EG12130-MONOMER_EG12131-MONOMER,787.0,Good,,,
ATPE-CPLX,0.9399999980926514,0.9399999976158142,0.94,92.007,../../../../../../../../mnt/wwn-0x5000c500b96b98e1-part1/GSPAT/GEMPRO/structures/all_alphafoldMultimer/ATPE-CPLX.result/ATPE-CPLX_unrelaxed_rank_1_model_3.pdb,../../../../../../../../mnt/wwn-0x5000c500b96b98e1-part1/GSPAT/GEMPRO/structures/all_alphafoldMultimer/ATPE-CPLX.result/ATPE-CPLX_unrelaxed_rank_1_model_3_scores.json,ATPE-CPLX,790.0,Auto,,,
CPLX0-8174,0.773999984741211,0.7699999809265137,0.79,85.80259398496241,../../../../../../../../mnt/wwn-0x5000c500b96b98e1-part1/GSPAT/GEMPRO/structures/all_alphafoldMultimer/CPLX0-8174.result/CPLX0-8174_unrelaxed_rank_1_model_3.pdb,../../../../../../../../mnt/wwn-0x5000c500b96b98e1-part1/GSPAT/GEMPRO/structures/all_alphafoldMultimer/CPLX0-8174.result/CPLX0-8174_unrelaxed_rank_1_model_3_scores.json,CPLX0-8174,798.0,Good,,,
CPLX0-3976_edit,0.4100000114440918,0.36000001430511475,0.61,78.52535087719298,../../../../../../../../mnt/wwn-0x5000c500b96b98e1-part1/GSPAT/GEMPRO/structures/all_alphafoldMultimer/CPLX0-3976_edit.result/CPLX0-3976_edit_unrelaxed_rank_1_model_3.pdb,../../../../../../../../mnt/wwn-0x5000c500b96b98e1-part1/GSPAT/GEMPRO/structures/all_alphafoldMultimer/CPLX0-3976_edit.result/CPLX0-3976_edit_unrelaxed_rank_1_model_3_scores.json,CPLX0-3976_edit,798.0,Poor,,,
b0398_2_,0.7680000000000001,0.76,0.8,89.19715000000001,../../../../../../../../mnt/wwn-0x5000c500b96b98e1-part1/GSPAT/GEMPRO/structures/all_alphafoldMultimer/b0398_2_.result/b0398_2__unrelaxed_rank_001_alphafold2_multimer_v3_model_1_seed_000.pdb,../../../../../../../../mnt/wwn-0x5000c500b96b98e1-part1/GSPAT/GEMPRO/structures/all_alphafoldMultimer/b0398_2_.result/b0398_2__scores_rank_001_alphafold2_multimer_v3_model_1_seed_000.json,b0398_2_,800.0,Good,,,
CPLX0-7887,0.930000005722046,0.9300000071525574,0.93,94.0127427184466,../../../../../../../../mnt/wwn-0x5000c500b96b98e1-part1/GSPAT/GEMPRO/structures/all_alphafoldMultimer/CPLX0-7887.result/CPLX0-7887_unrelaxed_rank_1_model_3.pdb,../../../../../../../../mnt/wwn-0x5000c500b96b98e1-part1/GSPAT/GEMPRO/structures/all_alphafoldMultimer/CPLX0-7887.result/CPLX0-7887_unrelaxed_rank_1_model_3_scores.json,CPLX0-7887,824.0,Auto,,,
CPLX0-7630,0.20600000143051145,0.17000000178813934,0.35,77.43332932692307,../../../../../../../../mnt/wwn-0x5000c500b96b98e1-part1/GSPAT/GEMPRO/structures/all_alphafoldMultimer/CPLX0-7630.result/CPLX0-7630_unrelaxed_rank_1_model_3.pdb,../../../../../../../../mnt/wwn-0x5000c500b96b98e1-part1/GSPAT/GEMPRO/structures/all_alphafoldMultimer/CPLX0-7630.result/CPLX0-7630_unrelaxed_rank_1_model_3_scores.json,CPLX0-7630,832.0,Poor,,,
CPLX0-3741,0.4120000047683716,0.4000000059604645,0.46,84.74202153110048,../../../../../../../../mnt/wwn-0x5000c500b96b98e1-part1/GSPAT/GEMPRO/structures/all_alphafoldMultimer/CPLX0-3741.result/CPLX0-3741_unrelaxed_rank_1_model_3.pdb,../../../../../../../../mnt/wwn-0x5000c500b96b98e1-part1/GSPAT/GEMPRO/structures/all_alphafoldMultimer/CPLX0-3741.result/CPLX0-3741_unrelaxed_rank_1_model_3_scores.json,CPLX0-3741,836.0,Good,,,
CPLX0-7624,0.2059999980926514,0.1899999976158142,0.27,73.0732816229117,../../../../../../../../mnt/wwn-0x5000c500b96b98e1-part1/GSPAT/GEMPRO/structures/all_alphafoldMultimer/CPLX0-7624.result/CPLX0-7624_unrelaxed_rank_1_model_3.pdb,../../../../../../../../mnt/wwn-0x5000c500b96b98e1-part1/GSPAT/GEMPRO/structures/all_alphafoldMultimer/CPLX0-7624.result/CPLX0-7624_unrelaxed_rank_1_model_3_scores.json,CPLX0-7624,838.0,Poor,,,
UDPMANNACADEHYDROG-MONOMER,0.9399999980926514,0.9399999976158142,0.94,96.2287380952381,../../../../../../../../mnt/wwn-0x5000c500b96b98e1-part1/GSPAT/GEMPRO/structures/all_alphafoldMultimer/UDPMANNACADEHYDROG-MONOMER.result/UDPMANNACADEHYDROG-MONOMER_unrelaxed_rank_1_model_3.pdb,../../../../../../../../mnt/wwn-0x5000c500b96b98e1-part1/GSPAT/GEMPRO/structures/all_alphafoldMultimer/UDPMANNACADEHYDROG-MONOMER.result/UDPMANNACADEHYDROG-MONOMER_unrelaxed_rank_1_model_3_scores.json,UDPMANNACADEHYDROG-MONOMER,840.0,Auto,,,
CPLX0-3541,0.17599999618530274,0.12999999523162842,0.36,81.3271377672209,../../../../../../../../mnt/wwn-0x5000c500b96b98e1-part1/GSPAT/GEMPRO/structures/all_alphafoldMultimer/CPLX0-3541.result/CPLX0-3541_unrelaxed_rank_1_model_3.pdb,../../../../../../../../mnt/wwn-0x5000c500b96b98e1-part1/GSPAT/GEMPRO/structures/all_alphafoldMultimer/CPLX0-3541.result/CPLX0-3541_unrelaxed_rank_1_model_3_scores.json,CPLX0-3541,842.0,Change Recipe,,,
b3780_2_,0.21600000000000003,0.17,0.4,82.1537885985748,../../../../../../../../mnt/wwn-0x5000c500b96b98e1-part1/GSPAT/GEMPRO/structures/all_alphafoldMultimer/b3780_2_.result/b3780_2__unrelaxed_rank_001_alphafold2_multimer_v3_model_1_seed_000.pdb,../../../../../../../../mnt/wwn-0x5000c500b96b98e1-part1/GSPAT/GEMPRO/structures/all_alphafoldMultimer/b3780_2_.result/b3780_2__scores_rank_001_alphafold2_multimer_v3_model_1_seed_000.json,b3780_2_,842.0,Poor,,,
RhlB_dim,0.1960000047683716,0.15000000596046448,0.38,82.11323040380047,../../../../../../../../mnt/wwn-0x5000c500b96b98e1-part1/GSPAT/GEMPRO/structures/all_alphafoldMultimer/RhlB_dim.result/RhlB_dim_unrelaxed_rank_1_model_3.pdb,../../../../../../../../mnt/wwn-0x5000c500b96b98e1-part1/GSPAT/GEMPRO/structures/all_alphafoldMultimer/RhlB_dim.result/RhlB_dim_unrelaxed_rank_1_model_3_scores.json,RhlB_dim,842.0,Poor,,,
b0739_1__b0738_3_,0.20400000000000001,0.19,0.26,52.71675324675324,../../../../../../../../mnt/wwn-0x5000c500b96b98e1-part1/GSPAT/GEMPRO/structures/all_alphafoldMultimer/b0739_1__b0738_3_.result/b0739_1__b0738_3__unrelaxed_rank_001_alphafold2_multimer_v3_model_1_seed_000.pdb,../../../../../../../../mnt/wwn-0x5000c500b96b98e1-part1/GSPAT/GEMPRO/structures/all_alphafoldMultimer/b0739_1__b0738_3_.result/b0739_1__b0738_3__scores_rank_001_alphafold2_multimer_v3_model_1_seed_000.json,b0739_1__b0738_3_,847.0,Poor,,,
CPLX0-3930,0.6399999961853028,0.6299999952316284,0.68,76.6895283018868,../../../../../../../../mnt/wwn-0x5000c500b96b98e1-part1/GSPAT/GEMPRO/structures/all_alphafoldMultimer/CPLX0-3930.result/CPLX0-3930_unrelaxed_rank_1_model_3.pdb,../../../../../../../../mnt/wwn-0x5000c500b96b98e1-part1/GSPAT/GEMPRO/structures/all_alphafoldMultimer/CPLX0-3930.result/CPLX0-3930_unrelaxed_rank_1_model_3_scores.json,CPLX0-3930,848.0,Good,,,
GSAAMINOTRANS-CPLX,0.9519999904632568,0.949999988079071,0.96,97.01174882629107,../../../../../../../../mnt/wwn-0x5000c500b96b98e1-part1/GSPAT/GEMPRO/structures/all_alphafoldMultimer/GSAAMINOTRANS-CPLX.result/GSAAMINOTRANS-CPLX_unrelaxed_rank_1_model_3.pdb,../../../../../../../../mnt/wwn-0x5000c500b96b98e1-part1/GSPAT/GEMPRO/structures/all_alphafoldMultimer/GSAAMINOTRANS-CPLX.result/GSAAMINOTRANS-CPLX_unrelaxed_rank_1_model_3_scores.json,GSAAMINOTRANS-CPLX,852.0,Auto,,,"No PDB, dimer suggested in 1991"
GABATRANSAM-CPLX,0.9599999828338623,0.9599999785423279,0.96,97.77034037558684,../../../../../../../../mnt/wwn-0x5000c500b96b98e1-part1/GSPAT/GEMPRO/structures/all_alphafoldMultimer/GABATRANSAM-CPLX.result/GABATRANSAM-CPLX_unrelaxed_rank_1_model_3.pdb,../../../../../../../../mnt/wwn-0x5000c500b96b98e1-part1/GSPAT/GEMPRO/structures/all_alphafoldMultimer/GABATRANSAM-CPLX.result/GABATRANSAM-CPLX_unrelaxed_rank_1_model_3_scores.json,GABATRANSAM-CPLX,852.0,Auto,,,
CPLX-7,0.7759999923706056,0.7599999904632568,0.84,92.94343822843823,../../../../../../../../mnt/wwn-0x5000c500b96b98e1-part1/GSPAT/GEMPRO/structures/all_alphafoldMultimer/CPLX-7.result/CPLX-7_unrelaxed_rank_1_model_3.pdb,../../../../../../../../mnt/wwn-0x5000c500b96b98e1-part1/GSPAT/GEMPRO/structures/all_alphafoldMultimer/CPLX-7.result/CPLX-7_unrelaxed_rank_1_model_3_scores.json,CPLX-7,858.0,Good,,,
MENF-CPLX,0.23,0.15,0.55,90.39954756380509,../../../../../../../../mnt/wwn-0x5000c500b96b98e1-part1/GSPAT/GEMPRO/structures/all_alphafoldMultimer/MENF-CPLX.result/MENF-CPLX_unrelaxed_rank_001_alphafold2_multimer_v3_model_1_seed_000.pdb,../../../../../../../../mnt/wwn-0x5000c500b96b98e1-part1/GSPAT/GEMPRO/structures/all_alphafoldMultimer/MENF-CPLX.result/MENF-CPLX_scores_rank_001_alphafold2_multimer_v3_model_1_seed_000.json,MENF-CPLX,862.0,Poor,,,
PHOR-CPLX,0.6299999961853028,0.6299999952316284,0.63,88.13431554524362,../../../../../../../../mnt/wwn-0x5000c500b96b98e1-part1/GSPAT/GEMPRO/structures/all_alphafoldMultimer/PHOR-CPLX.result/PHOR-CPLX_unrelaxed_rank_1_model_3.pdb,../../../../../../../../mnt/wwn-0x5000c500b96b98e1-part1/GSPAT/GEMPRO/structures/all_alphafoldMultimer/PHOR-CPLX.result/PHOR-CPLX_unrelaxed_rank_1_model_3_scores.json,PHOR-CPLX,862.0,Good,,,
DALADEHYDROG-CPLX,0.5900000095367433,0.550000011920929,0.75,92.56723379629629,../../../../../../../../mnt/wwn-0x5000c500b96b98e1-part1/GSPAT/GEMPRO/structures/all_alphafoldMultimer/DALADEHYDROG-CPLX.result/DALADEHYDROG-CPLX_unrelaxed_rank_1_model_3.pdb,../../../../../../../../mnt/wwn-0x5000c500b96b98e1-part1/GSPAT/GEMPRO/structures/all_alphafoldMultimer/DALADEHYDROG-CPLX.result/DALADEHYDROG-CPLX_unrelaxed_rank_1_model_3_scores.json,DALADEHYDROG-CPLX,864.0,Poor,,,
CPLX-722,0.254,0.18,0.55,88.1715625,../../../../../../../../mnt/wwn-0x5000c500b96b98e1-part1/GSPAT/GEMPRO/structures/all_alphafoldMultimer/CPLX-722.result/CPLX-722_unrelaxed_rank_001_alphafold2_multimer_v3_model_1_seed_000.pdb,../../../../../../../../mnt/wwn-0x5000c500b96b98e1-part1/GSPAT/GEMPRO/structures/all_alphafoldMultimer/CPLX-722.result/CPLX-722_scores_rank_001_alphafold2_multimer_v3_model_1_seed_000.json,CPLX-722,864.0,Poor,,,
ACETOACETYL-COA-TRANSFER-CPLX,0.96,0.96,0.96,96.19447247706421,../../../../../../../../mnt/wwn-0x5000c500b96b98e1-part1/GSPAT/GEMPRO/structures/all_alphafoldMultimer/ACETOACETYL-COA-TRANSFER-CPLX.result/ACETOACETYL-COA-TRANSFER-CPLX_unrelaxed_rank_001_alphafold2_multimer_v3_model_1_seed_000.pdb,../../../../../../../../mnt/wwn-0x5000c500b96b98e1-part1/GSPAT/GEMPRO/structures/all_alphafoldMultimer/ACETOACETYL-COA-TRANSFER-CPLX.result/ACETOACETYL-COA-TRANSFER-CPLX_scores_rank_001_alphafold2_multimer_v3_model_1_seed_000.json,ACETOACETYL-COA-TRANSFER-CPLX,872.0,Auto,,,
CPLX0-7698,0.6700000133514404,0.6700000166893005,0.67,80.36207954545455,../../../../../../../../mnt/wwn-0x5000c500b96b98e1-part1/GSPAT/GEMPRO/structures/all_alphafoldMultimer/CPLX0-7698.result/CPLX0-7698_unrelaxed_rank_1_model_3.pdb,../../../../../../../../mnt/wwn-0x5000c500b96b98e1-part1/GSPAT/GEMPRO/structures/all_alphafoldMultimer/CPLX0-7698.result/CPLX0-7698_unrelaxed_rank_1_model_3_scores.json,CPLX0-7698,880.0,Good,,,
PYRUVFORMLY-MONOMER_EG11784-MONOMER,0.5640000076293946,0.49000000953674316,0.86,91.11661781285231,../../../../../../../../mnt/wwn-0x5000c500b96b98e1-part1/GSPAT/GEMPRO/structures/all_alphafoldMultimer/PYRUVFORMLY-MONOMER_EG11784-MONOMER.result/PYRUVFORMLY-MONOMER_EG11784-MONOMER_unrelaxed_rank_1_model_3.pdb,../../../../../../../../mnt/wwn-0x5000c500b96b98e1-part1/GSPAT/GEMPRO/structures/all_alphafoldMultimer/PYRUVFORMLY-MONOMER_EG11784-MONOMER.result/PYRUVFORMLY-MONOMER_EG11784-MONOMER_unrelaxed_rank_1_model_3_scores.json,PYRUVFORMLY-MONOMER_EG11784-MONOMER,887.0,Poor,,,
APP-UBIOX-CPLX,0.9180000133514405,0.9200000166893005,0.91,91.38622197309418,../../../../../../../../mnt/wwn-0x5000c500b96b98e1-part1/GSPAT/GEMPRO/structures/all_alphafoldMultimer/APP-UBIOX-CPLX.result/APP-UBIOX-CPLX_unrelaxed_rank_1_model_3.pdb,../../../../../../../../mnt/wwn-0x5000c500b96b98e1-part1/GSPAT/GEMPRO/structures/all_alphafoldMultimer/APP-UBIOX-CPLX.result/APP-UBIOX-CPLX_unrelaxed_rank_1_model_3_scores.json,APP-UBIOX-CPLX,892.0,Auto,,,
ENVZ-CPLX,0.589999979019165,0.5899999737739563,0.59,76.71582222222222,../../../../../../../../mnt/wwn-0x5000c500b96b98e1-part1/GSPAT/GEMPRO/structures/all_alphafoldMultimer/ENVZ-CPLX.result/ENVZ-CPLX_unrelaxed_rank_1_model_3.pdb,../../../../../../../../mnt/wwn-0x5000c500b96b98e1-part1/GSPAT/GEMPRO/structures/all_alphafoldMultimer/ENVZ-CPLX.result/ENVZ-CPLX_unrelaxed_rank_1_model_3_scores.json,ENVZ-CPLX,900.0,Good,,,
CYT-D-UBIOX-CPLX,0.9100000209808351,0.9100000262260437,0.91,91.72972253052166,../../../../../../../../mnt/wwn-0x5000c500b96b98e1-part1/GSPAT/GEMPRO/structures/all_alphafoldMultimer/CYT-D-UBIOX-CPLX.result/CYT-D-UBIOX-CPLX_unrelaxed_rank_1_model_3.pdb,../../../../../../../../mnt/wwn-0x5000c500b96b98e1-part1/GSPAT/GEMPRO/structures/all_alphafoldMultimer/CYT-D-UBIOX-CPLX.result/CYT-D-UBIOX-CPLX_unrelaxed_rank_1_model_3_scores.json,CYT-D-UBIOX-CPLX,901.0,Auto,,,
ALPHAGALACTOSID-CPLX,0.9419999980926514,0.9399999976158142,0.95,95.66848115299335,../../../../../../../../mnt/wwn-0x5000c500b96b98e1-part1/GSPAT/GEMPRO/structures/all_alphafoldMultimer/ALPHAGALACTOSID-CPLX.result/ALPHAGALACTOSID-CPLX_unrelaxed_rank_1_model_3.pdb,../../../../../../../../mnt/wwn-0x5000c500b96b98e1-part1/GSPAT/GEMPRO/structures/all_alphafoldMultimer/ALPHAGALACTOSID-CPLX.result/ALPHAGALACTOSID-CPLX_unrelaxed_rank_1_model_3_scores.json,ALPHAGALACTOSID-CPLX,902.0,Auto,,,
CPLX0-7622,0.9499999904632568,0.949999988079071,0.95,95.64656387665198,../../../../../../../../mnt/wwn-0x5000c500b96b98e1-part1/GSPAT/GEMPRO/structures/all_alphafoldMultimer/CPLX0-7622.result/CPLX0-7622_unrelaxed_rank_1_model_3.pdb,../../../../../../../../mnt/wwn-0x5000c500b96b98e1-part1/GSPAT/GEMPRO/structures/all_alphafoldMultimer/CPLX0-7622.result/CPLX0-7622_unrelaxed_rank_1_model_3_scores.json,CPLX0-7622,908.0,Auto,no,no,dimer suggested in 2004
b3706_2_,0.8700000000000001,0.87,0.87,88.08259911894272,../../../../../../../../mnt/wwn-0x5000c500b96b98e1-part1/GSPAT/GEMPRO/structures/all_alphafoldMultimer/b3706_2_.result/b3706_2__unrelaxed_rank_001_alphafold2_multimer_v3_model_1_seed_000.pdb,../../../../../../../../mnt/wwn-0x5000c500b96b98e1-part1/GSPAT/GEMPRO/structures/all_alphafoldMultimer/b3706_2_.result/b3706_2__scores_rank_001_alphafold2_multimer_v3_model_1_seed_000.json,b3706_2_,908.0,Auto,,,
CPLX0-7608,0.8700000038146973,0.8700000047683716,0.87,86.63761013215858,../../../../../../../../mnt/wwn-0x5000c500b96b98e1-part1/GSPAT/GEMPRO/structures/all_alphafoldMultimer/CPLX0-7608.result/CPLX0-7608_unrelaxed_rank_1_model_3.pdb,../../../../../../../../mnt/wwn-0x5000c500b96b98e1-part1/GSPAT/GEMPRO/structures/all_alphafoldMultimer/CPLX0-7608.result/CPLX0-7608_unrelaxed_rank_1_model_3_scores.json,CPLX0-7608,908.0,Auto,,,
MnmE_dim,0.8700000038146973,0.8700000047683716,0.87,86.63759911894273,../../../../../../../../mnt/wwn-0x5000c500b96b98e1-part1/GSPAT/GEMPRO/structures/all_alphafoldMultimer/MnmE_dim.result/MnmE_dim_unrelaxed_rank_1_model_3.pdb,../../../../../../../../mnt/wwn-0x5000c500b96b98e1-part1/GSPAT/GEMPRO/structures/all_alphafoldMultimer/MnmE_dim.result/MnmE_dim_unrelaxed_rank_1_model_3_scores.json,MnmE_dim,908.0,Auto,,,
TRANS-CPLX-203,0.8040000095367432,0.800000011920929,0.82,85.75985714285714,../../../../../../../../mnt/wwn-0x5000c500b96b98e1-part1/GSPAT/GEMPRO/structures/all_alphafoldMultimer/TRANS-CPLX-203.result/TRANS-CPLX-203_unrelaxed_rank_1_model_3.pdb,../../../../../../../../mnt/wwn-0x5000c500b96b98e1-part1/GSPAT/GEMPRO/structures/all_alphafoldMultimer/TRANS-CPLX-203.result/TRANS-CPLX-203_unrelaxed_rank_1_model_3_scores.json,TRANS-CPLX-203,910.0,Auto,,,
G7860-MONOMER,0.9519999904632568,0.949999988079071,0.96,96.04274122807018,../../../../../../../../mnt/wwn-0x5000c500b96b98e1-part1/GSPAT/GEMPRO/structures/all_alphafoldMultimer/G7860-MONOMER.result/G7860-MONOMER_unrelaxed_rank_1_model_3.pdb,../../../../../../../../mnt/wwn-0x5000c500b96b98e1-part1/GSPAT/GEMPRO/structures/all_alphafoldMultimer/G7860-MONOMER.result/G7860-MONOMER_unrelaxed_rank_1_model_3_scores.json,G7860-MONOMER,912.0,Auto,,yes,
CPLX0-8218,0.602,0.6,0.61,84.16865217391305,../../../../../../../../mnt/wwn-0x5000c500b96b98e1-part1/GSPAT/GEMPRO/structures/all_alphafoldMultimer/CPLX0-8218.result/CPLX0-8218_unrelaxed_rank_001_alphafold2_multimer_v3_model_1_seed_000.pdb,../../../../../../../../mnt/wwn-0x5000c500b96b98e1-part1/GSPAT/GEMPRO/structures/all_alphafoldMultimer/CPLX0-8218.result/CPLX0-8218_scores_rank_001_alphafold2_multimer_v3_model_1_seed_000.json,CPLX0-8218,920.0,Good,,,
CPLX0-7687,0.9599999828338623,0.9599999785423279,0.96,97.21475108225107,../../../../../../../../mnt/wwn-0x5000c500b96b98e1-part1/GSPAT/GEMPRO/structures/all_alphafoldMultimer/CPLX0-7687.result/CPLX0-7687_unrelaxed_rank_1_model_3.pdb,../../../../../../../../mnt/wwn-0x5000c500b96b98e1-part1/GSPAT/GEMPRO/structures/all_alphafoldMultimer/CPLX0-7687.result/CPLX0-7687_unrelaxed_rank_1_model_3_scores.json,CPLX0-7687,924.0,Auto,,,
EG12287-MONOMER,0.9519999904632568,0.949999988079071,0.96,97.19654761904764,../../../../../../../../mnt/wwn-0x5000c500b96b98e1-part1/GSPAT/GEMPRO/structures/all_alphafoldMultimer/EG12287-MONOMER.result/EG12287-MONOMER_unrelaxed_rank_1_model_3.pdb,../../../../../../../../mnt/wwn-0x5000c500b96b98e1-part1/GSPAT/GEMPRO/structures/all_alphafoldMultimer/EG12287-MONOMER.result/EG12287-MONOMER_unrelaxed_rank_1_model_3_scores.json,EG12287-MONOMER,924.0,Auto,,yes,
CPLX0-7958,0.6300000038146973,0.6200000047683716,0.67,88.62278138528139,../../../../../../../../mnt/wwn-0x5000c500b96b98e1-part1/GSPAT/GEMPRO/structures/all_alphafoldMultimer/CPLX0-7958.result/CPLX0-7958_unrelaxed_rank_1_model_3.pdb,../../../../../../../../mnt/wwn-0x5000c500b96b98e1-part1/GSPAT/GEMPRO/structures/all_alphafoldMultimer/CPLX0-7958.result/CPLX0-7958_unrelaxed_rank_1_model_3_scores.json,CPLX0-7958,924.0,Poor,,,
CPLX0-8539,0.9240000000000002,0.92,0.94,95.66589688506983,../../../../../../../../mnt/wwn-0x5000c500b96b98e1-part1/GSPAT/GEMPRO/structures/all_alphafoldMultimer/CPLX0-8539.result/CPLX0-8539_unrelaxed_rank_001_alphafold2_multimer_v3_model_1_seed_000.pdb,../../../../../../../../mnt/wwn-0x5000c500b96b98e1-part1/GSPAT/GEMPRO/structures/all_alphafoldMultimer/CPLX0-8539.result/CPLX0-8539_scores_rank_001_alphafold2_multimer_v3_model_1_seed_000.json,CPLX0-8539,931.0,Auto,,,
ASNS-CPLX,0.9519999904632568,0.949999988079071,0.96,95.9681652360515,../../../../../../../../mnt/wwn-0x5000c500b96b98e1-part1/GSPAT/GEMPRO/structures/all_alphafoldMultimer/ASNS-CPLX.result/ASNS-CPLX_unrelaxed_rank_1_model_3.pdb,../../../../../../../../mnt/wwn-0x5000c500b96b98e1-part1/GSPAT/GEMPRO/structures/all_alphafoldMultimer/ASNS-CPLX.result/ASNS-CPLX_unrelaxed_rank_1_model_3_scores.json,ASNS-CPLX,932.0,Auto,no,no,
Asn_RS_dim,0.9519999904632568,0.949999988079071,0.96,95.96815450643777,../../../../../../../../mnt/wwn-0x5000c500b96b98e1-part1/GSPAT/GEMPRO/structures/all_alphafoldMultimer/Asn_RS_dim.result/Asn_RS_dim_unrelaxed_rank_1_model_3.pdb,../../../../../../../../mnt/wwn-0x5000c500b96b98e1-part1/GSPAT/GEMPRO/structures/all_alphafoldMultimer/Asn_RS_dim.result/Asn_RS_dim_unrelaxed_rank_1_model_3_scores.json,Asn_RS_dim,932.0,Auto,,,
PC00005,0.6319999961853028,0.6299999952316284,0.64,72.38433760683762,../../../../../../../../mnt/wwn-0x5000c500b96b98e1-part1/GSPAT/GEMPRO/structures/all_alphafoldMultimer/PC00005.result/PC00005_unrelaxed_rank_1_model_3.pdb,../../../../../../../../mnt/wwn-0x5000c500b96b98e1-part1/GSPAT/GEMPRO/structures/all_alphafoldMultimer/PC00005.result/PC00005_unrelaxed_rank_1_model_3_scores.json,PC00005,936.0,Good,,,
