UniProt AC,Entry Name,TM Helix,Length,Native,TM-score,hyperlink
P42632,TDCE_ECOLI,0.0,764.0,,,http://zhanglab.dcmb.med.umich.edu/QUARK/ecoli2/E12986
P23331,KITH_ECOLI,0.0,205.0,,,http://zhanglab.dcmb.med.umich.edu/QUARK/ecoli2/E12989
P0ADA1,TESA_ECOLI,16.0,208.0,1ivnA,,http://zhanglab.dcmb.med.umich.edu/QUARK/ecoli2/E12992
P09153,TFAE_ECOLI,0.0,200.0,,,http://zhanglab.dcmb.med.umich.edu/QUARK/ecoli2/E12995
P31550,THIB_ECOLI,6.0,327.0,2qryC,,http://zhanglab.dcmb.med.umich.edu/QUARK/ecoli2/E12999
P30137,THIE_ECOLI,1.0,211.0,,,http://zhanglab.dcmb.med.umich.edu/QUARK/ecoli2/E13002
P30140,THIH_ECOLI,0.0,377.0,,,http://zhanglab.dcmb.med.umich.edu/QUARK/ecoli2/E13005
P75948,THIK_ECOLI,0.0,274.0,,,http://zhanglab.dcmb.med.umich.edu/QUARK/ecoli2/E13008
P31549,THIP_ECOLI,238.0,536.0,,,http://zhanglab.dcmb.med.umich.edu/QUARK/ecoli2/E13011
P00547,KHSE_ECOLI,0.0,310.0,,,http://zhanglab.dcmb.med.umich.edu/QUARK/ecoli2/E13014
P0A884,TYSY_ECOLI,1.0,264.0,1an5A,,http://zhanglab.dcmb.med.umich.edu/QUARK/ecoli2/E13017
P27302,TKT1_ECOLI,4.0,663.0,2r5nA,,http://zhanglab.dcmb.med.umich.edu/QUARK/ecoli2/E13020
P76562,TMCA_ECOLI,0.0,671.0,2zpaB,,http://zhanglab.dcmb.med.umich.edu/QUARK/ecoli2/E13023
P23173,TNAB_ECOLI,223.0,415.0,,,http://zhanglab.dcmb.med.umich.edu/QUARK/ecoli2/E13026
P02930,TOLC_ECOLI,5.0,493.0,1tqqA,,http://zhanglab.dcmb.med.umich.edu/QUARK/ecoli2/E13029
P14294,TOP3_ECOLI,0.0,653.0,2o5cA,,http://zhanglab.dcmb.med.umich.edu/QUARK/ecoli2/E13033
P36662,TORD_ECOLI,0.0,199.0,,,http://zhanglab.dcmb.med.umich.edu/QUARK/ecoli2/E13036
P38683,TORT_ECOLI,6.0,342.0,,,http://zhanglab.dcmb.med.umich.edu/QUARK/ecoli2/E13039
P0A858,TPIS_ECOLI,0.0,255.0,1treA,,http://zhanglab.dcmb.med.umich.edu/QUARK/ecoli2/E13042
P13482,TREA_ECOLI,5.0,565.0,2jg0A,,http://zhanglab.dcmb.med.umich.edu/QUARK/ecoli2/E13045
P62601,TREF_ECOLI,0.0,549.0,,,http://zhanglab.dcmb.med.umich.edu/QUARK/ecoli2/E13048
P0AGI8,TRKA_ECOLI,0.0,458.0,,,http://zhanglab.dcmb.med.umich.edu/QUARK/ecoli2/E13051
P23003,TRMA_ECOLI,0.0,366.0,3bt7A,,http://zhanglab.dcmb.med.umich.edu/QUARK/ecoli2/E13054
P0AGJ2,TRMH_ECOLI,3.0,229.0,,,http://zhanglab.dcmb.med.umich.edu/QUARK/ecoli2/E13057
P0A877,TRPA_ECOLI,0.0,268.0,1wq5B,,http://zhanglab.dcmb.med.umich.edu/QUARK/ecoli2/E13060
P00904,TRPG_ECOLI,1.0,531.0,,,http://zhanglab.dcmb.med.umich.edu/QUARK/ecoli2/E13063
P0AD92,LPW_ECOLI,0.0,14.0,,,http://zhanglab.dcmb.med.umich.edu/QUARK/ecoli2/E13066
P60340,TRUB_ECOLI,0.0,314.0,1k8wA,,http://zhanglab.dcmb.med.umich.edu/QUARK/ecoli2/E13069
P0A9P4,TRXB_ECOLI,2.0,321.0,1f6mA,,http://zhanglab.dcmb.med.umich.edu/QUARK/ecoli2/E13072
P02942,MCP1_ECOLI,36.0,551.0,,,http://zhanglab.dcmb.med.umich.edu/QUARK/ecoli2/E13075
P0AC35,TTDB_ECOLI,0.0,201.0,,,http://zhanglab.dcmb.med.umich.edu/QUARK/ecoli2/E13079
P0CE47,EFTU1_ECOLI,0.0,394.0,1d8tA,,http://zhanglab.dcmb.med.umich.edu/QUARK/ecoli2/E13082
P46883,AMO_ECOLI,5.0,757.0,2wgqB,,http://zhanglab.dcmb.med.umich.edu/QUARK/ecoli2/E13085
P04693,TYRB_ECOLI,0.0,397.0,3tatA,,http://zhanglab.dcmb.med.umich.edu/QUARK/ecoli2/E13088
P0AGJ9,SYY_ECOLI,0.0,424.0,1x8xA,,http://zhanglab.dcmb.med.umich.edu/QUARK/ecoli2/E13091
P26602,UBIC_ECOLI,0.0,165.0,1g1bA,,http://zhanglab.dcmb.med.umich.edu/QUARK/ecoli2/E13094
P75728,UBIF_ECOLI,8.0,391.0,,,http://zhanglab.dcmb.med.umich.edu/QUARK/ecoli2/E13097
P0AG03,UBIX_ECOLI,0.0,189.0,,,http://zhanglab.dcmb.med.umich.edu/QUARK/ecoli2/E13100
P12758,UDP_ECOLI,0.0,253.0,1k3fA,,http://zhanglab.dcmb.med.umich.edu/QUARK/ecoli2/E13103
P0AG80,UGPB_ECOLI,9.0,438.0,,,http://zhanglab.dcmb.med.umich.edu/QUARK/ecoli2/E13106
P10908,UGPQ_ECOLI,0.0,247.0,,,http://zhanglab.dcmb.med.umich.edu/QUARK/ecoli2/E13109
P09836,UHPC_ECOLI,239.0,439.0,,,http://zhanglab.dcmb.med.umich.edu/QUARK/ecoli2/E13112
P0CE44,UIDB_ECOLI,262.0,457.0,,,http://zhanglab.dcmb.med.umich.edu/QUARK/ecoli2/E13115
P39301,ULAA_ECOLI,243.0,465.0,,,http://zhanglab.dcmb.med.umich.edu/QUARK/ecoli2/E13118
P39305,ULAE_ECOLI,0.0,284.0,,,http://zhanglab.dcmb.med.umich.edu/QUARK/ecoli2/E13121
P0A9W0,ULAR_ECOLI,0.0,251.0,,,http://zhanglab.dcmb.med.umich.edu/QUARK/ecoli2/E13124
P0A8F0,UPP_ECOLI,0.0,208.0,2ehjA,,http://zhanglab.dcmb.med.umich.edu/QUARK/ecoli2/E13127
P08390,USG_ECOLI,0.0,337.0,,,http://zhanglab.dcmb.med.umich.edu/QUARK/ecoli2/E13131
P43672,UUP_ECOLI,0.0,635.0,,,http://zhanglab.dcmb.med.umich.edu/QUARK/ecoli2/E13134
P0A8G0,UVRC_ECOLI,0.0,610.0,,,http://zhanglab.dcmb.med.umich.edu/QUARK/ecoli2/E13137
P42604,UXAA_ECOLI,1.0,495.0,,,http://zhanglab.dcmb.med.umich.edu/QUARK/ecoli2/E13140
P24215,UXUA_ECOLI,0.0,394.0,,,http://zhanglab.dcmb.med.umich.edu/QUARK/ecoli2/E13143
P07118,SYV_ECOLI,4.0,951.0,,,http://zhanglab.dcmb.med.umich.edu/QUARK/ecoli2/E13146
P25535,VISC_ECOLI,6.0,400.0,,,http://zhanglab.dcmb.med.umich.edu/QUARK/ecoli2/E13149
P27242,WAAU_ECOLI,1.0,357.0,,,http://zhanglab.dcmb.med.umich.edu/QUARK/ecoli2/E13152
P77414,WCAA_ECOLI,0.0,279.0,,,http://zhanglab.dcmb.med.umich.edu/QUARK/ecoli2/E13155
P71239,WCAE_ECOLI,0.0,248.0,,,http://zhanglab.dcmb.med.umich.edu/QUARK/ecoli2/E13159
P71241,WCAJ_ECOLI,107.0,464.0,,,http://zhanglab.dcmb.med.umich.edu/QUARK/ecoli2/E13162
P71244,WCAM_ECOLI,0.0,464.0,,,http://zhanglab.dcmb.med.umich.edu/QUARK/ecoli2/E13165
P27829,WECC_ECOLI,5.0,420.0,,,http://zhanglab.dcmb.med.umich.edu/QUARK/ecoli2/E13168
P0A930,WZA_ECOLI,9.0,379.0,,,http://zhanglab.dcmb.med.umich.edu/QUARK/ecoli2/E13172
P0AAA7,WZXE_ECOLI,261.0,416.0,,,http://zhanglab.dcmb.med.umich.edu/QUARK/ecoli2/E13175
P0AG00,WZZE_ECOLI,32.0,348.0,,,http://zhanglab.dcmb.med.umich.edu/QUARK/ecoli2/E13178
P45563,XAPA_ECOLI,0.0,277.0,1yqqA,,http://zhanglab.dcmb.med.umich.edu/QUARK/ecoli2/E13181
Q46799,XDHA_ECOLI,0.0,752.0,,,http://zhanglab.dcmb.med.umich.edu/QUARK/ecoli2/E13184
Q46814,XDHD_ECOLI,0.0,956.0,,,http://zhanglab.dcmb.med.umich.edu/QUARK/ecoli2/E13187
P38506,XNI_ECOLI,2.0,251.0,,,http://zhanglab.dcmb.med.umich.edu/QUARK/ecoli2/E13190
P00944,XYLA_ECOLI,0.0,440.0,,,http://zhanglab.dcmb.med.umich.edu/QUARK/ecoli2/E13193
P37387,XYLF_ECOLI,6.0,330.0,3ma0A,,http://zhanglab.dcmb.med.umich.edu/QUARK/ecoli2/E13196
P0ACI3,XYLR_ECOLI,0.0,392.0,,,http://zhanglab.dcmb.med.umich.edu/QUARK/ecoli2/E13199
P31679,YAAU_ECOLI,267.0,443.0,,,http://zhanglab.dcmb.med.umich.edu/QUARK/ecoli2/E13203
P36680,YACF_ECOLI,0.0,247.0,,,http://zhanglab.dcmb.med.umich.edu/QUARK/ecoli2/E13207
P31666,YADE_ECOLI,15.0,409.0,,,http://zhanglab.dcmb.med.umich.edu/QUARK/ecoli2/E13211
P37016,YADK_ECOLI,15.0,198.0,,,http://zhanglab.dcmb.med.umich.edu/QUARK/ecoli2/E13214
P37050,YADN_ECOLI,7.0,194.0,,,http://zhanglab.dcmb.med.umich.edu/QUARK/ecoli2/E13217
P37049,YAEI_ECOLI,9.0,270.0,,,http://zhanglab.dcmb.med.umich.edu/QUARK/ecoli2/E13221
P30864,YAFC_ECOLI,0.0,304.0,,,http://zhanglab.dcmb.med.umich.edu/QUARK/ecoli2/E13224
Q47147,YAFJ_ECOLI,0.0,255.0,,,http://zhanglab.dcmb.med.umich.edu/QUARK/ecoli2/E13227
Q47152,YAFM_ECOLI,0.0,165.0,,,http://zhanglab.dcmb.med.umich.edu/QUARK/ecoli2/E13230
P75676,YAFX_ECOLI,0.0,152.0,,,http://zhanglab.dcmb.med.umich.edu/QUARK/ecoli2/E13234
P77596,YAGF_ECOLI,0.0,655.0,,,http://zhanglab.dcmb.med.umich.edu/QUARK/ecoli2/E13238
P77300,YAGI_ECOLI,0.0,252.0,,,http://zhanglab.dcmb.med.umich.edu/QUARK/ecoli2/E13241
P71296,YAGM_ECOLI,3.0,284.0,,,http://zhanglab.dcmb.med.umich.edu/QUARK/ecoli2/E13245
P77324,YAGS_ECOLI,0.0,318.0,,,http://zhanglab.dcmb.med.umich.edu/QUARK/ecoli2/E13248
P77694,YAGW_ECOLI,14.0,547.0,,,http://zhanglab.dcmb.med.umich.edu/QUARK/ecoli2/E13252
P77700,YAHB_ECOLI,0.0,310.0,,,http://zhanglab.dcmb.med.umich.edu/QUARK/ecoli2/E13255
P77221,YAHG_ECOLI,3.0,472.0,,,http://zhanglab.dcmb.med.umich.edu/QUARK/ecoli2/E13260
P75691,YAHK_ECOLI,4.0,349.0,1uufA,,http://zhanglab.dcmb.med.umich.edu/QUARK/ecoli2/E13263
Q47536,YAIP_ECOLI,81.0,398.0,,,http://zhanglab.dcmb.med.umich.edu/QUARK/ecoli2/E13269
P0AAP5,YAIV_ECOLI,2.0,207.0,,,http://zhanglab.dcmb.med.umich.edu/QUARK/ecoli2/E13272
P0ADA5,YAJG_ECOLI,6.0,192.0,,,http://zhanglab.dcmb.med.umich.edu/QUARK/ecoli2/E13275
P0A8E7,YAJQ_ECOLI,0.0,163.0,,,http://zhanglab.dcmb.med.umich.edu/QUARK/ecoli2/E13278
P0AAR3,YBAK_ECOLI,0.0,159.0,2dxaA,,http://zhanglab.dcmb.med.umich.edu/QUARK/ecoli2/E13281
P77400,YBAT_ECOLI,261.0,430.0,,,http://zhanglab.dcmb.med.umich.edu/QUARK/ecoli2/E13285
P77279,YBBL_ECOLI,0.0,225.0,,,http://zhanglab.dcmb.med.umich.edu/QUARK/ecoli2/E13289
P0AFP4,YBBO_ECOLI,5.0,269.0,,,http://zhanglab.dcmb.med.umich.edu/QUARK/ecoli2/E13292
P77328,YBBY_ECOLI,257.0,433.0,,,http://zhanglab.dcmb.med.umich.edu/QUARK/ecoli2/E13295
P77368,YBCL_ECOLI,9.0,183.0,1fuxB,,http://zhanglab.dcmb.med.umich.edu/QUARK/ecoli2/E13299
P77460,YBCY_ECOLI,0.0,194.0,,,http://zhanglab.dcmb.med.umich.edu/QUARK/ecoli2/E13302
P77806,YBDL_ECOLI,0.0,386.0,1u08A,,http://zhanglab.dcmb.med.umich.edu/QUARK/ecoli2/E13305
P77746,YBDO_ECOLI,4.0,300.0,,,http://zhanglab.dcmb.med.umich.edu/QUARK/ecoli2/E13308
P0AAT9,YBEL_ECOLI,0.0,160.0,,,http://zhanglab.dcmb.med.umich.edu/QUARK/ecoli2/E13311
P77296,YBET_ECOLI,10.0,184.0,,,http://zhanglab.dcmb.med.umich.edu/QUARK/ecoli2/E13315
P75736,YBFF_ECOLI,0.0,254.0,3bf8A,,http://zhanglab.dcmb.med.umich.edu/QUARK/ecoli2/E13321
P77779,YBFO_ECOLI,0.0,477.0,,,http://zhanglab.dcmb.med.umich.edu/QUARK/ecoli2/E13325
P0AFP6,YBGI_ECOLI,0.0,247.0,1nmpA,,http://zhanglab.dcmb.med.umich.edu/QUARK/ecoli2/E13330
P75746,YBGL_ECOLI,0.0,244.0,1xw8A,,http://zhanglab.dcmb.med.umich.edu/QUARK/ecoli2/E13333
P75750,YBGQ_ECOLI,16.0,815.0,,,http://zhanglab.dcmb.med.umich.edu/QUARK/ecoli2/E13336
P46130,YBHC_ECOLI,5.0,427.0,3grhA,,http://zhanglab.dcmb.med.umich.edu/QUARK/ecoli2/E13339
P75777,YBHG_ECOLI,18.0,332.0,,,http://zhanglab.dcmb.med.umich.edu/QUARK/ecoli2/E13342
P75764,YBHJ_ECOLI,0.0,753.0,,,http://zhanglab.dcmb.med.umich.edu/QUARK/ecoli2/E13345
P75769,YBHM_ECOLI,131.0,237.0,,,http://zhanglab.dcmb.med.umich.edu/QUARK/ecoli2/E13348
P0AAW1,YBHP_ECOLI,0.0,253.0,,,http://zhanglab.dcmb.med.umich.edu/QUARK/ecoli2/E13351
P30176,YBIA_ECOLI,0.0,160.0,,,http://zhanglab.dcmb.med.umich.edu/QUARK/ecoli2/E13354
P0ACU0,YBIH_ECOLI,0.0,223.0,,,http://zhanglab.dcmb.med.umich.edu/QUARK/ecoli2/E13357
P75788,YBIR_ECOLI,200.0,372.0,,,http://zhanglab.dcmb.med.umich.edu/QUARK/ecoli2/E13360
P75791,YBIU_ECOLI,0.0,421.0,2dbnA,,http://zhanglab.dcmb.med.umich.edu/QUARK/ecoli2/E13363
P75794,PFLE_ECOLI,0.0,299.0,,,http://zhanglab.dcmb.med.umich.edu/QUARK/ecoli2/E13366
P75806,YBJG_ECOLI,86.0,198.0,,,http://zhanglab.dcmb.med.umich.edu/QUARK/ecoli2/E13369
P75811,YBJK_ECOLI,1.0,178.0,,,http://zhanglab.dcmb.med.umich.edu/QUARK/ecoli2/E13372
P75821,YBJS_ECOLI,1.0,337.0,,,http://zhanglab.dcmb.med.umich.edu/QUARK/ecoli2/E13377
P21503,YCAD_ECOLI,229.0,382.0,,,http://zhanglab.dcmb.med.umich.edu/QUARK/ecoli2/E13381
P43674,YCAL_ECOLI,13.0,254.0,,,http://zhanglab.dcmb.med.umich.edu/QUARK/ecoli2/E13384
P75838,YCAO_ECOLI,0.0,586.0,,,http://zhanglab.dcmb.med.umich.edu/QUARK/ecoli2/E13387
P22525,YCBB_ECOLI,4.0,615.0,,,http://zhanglab.dcmb.med.umich.edu/QUARK/ecoli2/E13390
P0AB03,YCBJ_ECOLI,0.0,297.0,,,http://zhanglab.dcmb.med.umich.edu/QUARK/ecoli2/E13393
P75859,YCBU_ECOLI,15.0,180.0,,,http://zhanglab.dcmb.med.umich.edu/QUARK/ecoli2/E13396
P75867,LONH_ECOLI,0.0,586.0,,,http://zhanglab.dcmb.med.umich.edu/QUARK/ecoli2/E13399
P52636,YCCM_ECOLI,113.0,357.0,,,http://zhanglab.dcmb.med.umich.edu/QUARK/ecoli2/E13402
P0AB24,YCDO_ECOLI,0.0,375.0,,,http://zhanglab.dcmb.med.umich.edu/QUARK/ecoli2/E13406
P75914,YCDX_ECOLI,0.0,245.0,1pb0A,,http://zhanglab.dcmb.med.umich.edu/QUARK/ecoli2/E13409
P24188,YCEA_ECOLI,0.0,350.0,,,http://zhanglab.dcmb.med.umich.edu/QUARK/ecoli2/E13412
P28306,YCEG_ECOLI,19.0,340.0,2r1fA,,http://zhanglab.dcmb.med.umich.edu/QUARK/ecoli2/E13416
P75925,C56I_ECOLI,79.0,188.0,,,http://zhanglab.dcmb.med.umich.edu/QUARK/ecoli2/E13419
P0A8E1,YCFP_ECOLI,0.0,180.0,,,http://zhanglab.dcmb.med.umich.edu/QUARK/ecoli2/E13423
P75955,YCFT_ECOLI,148.0,357.0,,,http://zhanglab.dcmb.med.umich.edu/QUARK/ecoli2/E13426
P75989,YCGE_ECOLI,0.0,243.0,,,http://zhanglab.dcmb.med.umich.edu/QUARK/ecoli2/E13429
P76004,YCGM_ECOLI,0.0,219.0,1nr9B,,http://zhanglab.dcmb.med.umich.edu/QUARK/ecoli2/E13432
P76017,YCGV_ECOLI,11.0,955.0,,,http://zhanglab.dcmb.med.umich.edu/QUARK/ecoli2/E13435
P37052,YCHJ_ECOLI,0.0,152.0,,,http://zhanglab.dcmb.med.umich.edu/QUARK/ecoli2/E13438
P0A710,YCIB_ECOLI,98.0,179.0,,,http://zhanglab.dcmb.med.umich.edu/QUARK/ecoli2/E13441
P21362,YCIF_ECOLI,0.0,166.0,2gs4A,,http://zhanglab.dcmb.med.umich.edu/QUARK/ecoli2/E13444
P0AFR4,YCIO_ECOLI,0.0,206.0,1k7jA,,http://zhanglab.dcmb.med.umich.edu/QUARK/ecoli2/E13447
P76035,YCIW_ECOLI,6.0,375.0,,,http://zhanglab.dcmb.med.umich.edu/QUARK/ecoli2/E13450
P76042,YCJN_ECOLI,8.0,430.0,,,http://zhanglab.dcmb.med.umich.edu/QUARK/ecoli2/E13454
P76043,YCJQ_ECOLI,2.0,350.0,,,http://zhanglab.dcmb.med.umich.edu/QUARK/ecoli2/E13457
P77154,YCJT_ECOLI,1.0,755.0,,,http://zhanglab.dcmb.med.umich.edu/QUARK/ecoli2/E13460
P77615,YCJW_ECOLI,0.0,332.0,,,http://zhanglab.dcmb.med.umich.edu/QUARK/ecoli2/E13463
P77333,YCJZ_ECOLI,0.0,299.0,,,http://zhanglab.dcmb.med.umich.edu/QUARK/ecoli2/E13466
P77546,YDAV_ECOLI,0.0,248.0,,,http://zhanglab.dcmb.med.umich.edu/QUARK/ecoli2/E13470
P25906,YDBC_ECOLI,0.0,286.0,,,http://zhanglab.dcmb.med.umich.edu/QUARK/ecoli2/E13473
P52647,NIFJ_ECOLI,1.0,1174.0,,,http://zhanglab.dcmb.med.umich.edu/QUARK/ecoli2/E13476
P76097,YDCJ_ECOLI,0.0,447.0,,,http://zhanglab.dcmb.med.umich.edu/QUARK/ecoli2/E13481
P76103,YDCO_ECOLI,223.0,391.0,,,http://zhanglab.dcmb.med.umich.edu/QUARK/ecoli2/E13485
P76108,YDCS_ECOLI,4.0,381.0,,,http://zhanglab.dcmb.med.umich.edu/QUARK/ecoli2/E13488
P0AFR9,YDCV_ECOLI,134.0,264.0,,,http://zhanglab.dcmb.med.umich.edu/QUARK/ecoli2/E13491
P37757,YDDE_ECOLI,0.0,297.0,1qyaB,,http://zhanglab.dcmb.med.umich.edu/QUARK/ecoli2/E13494
P76123,YDDK_ECOLI,0.0,318.0,,,http://zhanglab.dcmb.med.umich.edu/QUARK/ecoli2/E13497
P31129,YDEH_ECOLI,0.0,296.0,,,http://zhanglab.dcmb.med.umich.edu/QUARK/ecoli2/E13500
P76134,YDEM_ECOLI,0.0,385.0,,,http://zhanglab.dcmb.med.umich.edu/QUARK/ecoli2/E13503
P77561,YDEP_ECOLI,0.0,759.0,,,http://zhanglab.dcmb.med.umich.edu/QUARK/ecoli2/E13506
P77789,YDES_ECOLI,15.0,176.0,,,http://zhanglab.dcmb.med.umich.edu/QUARK/ecoli2/E13509
P39831,YDFG_ECOLI,0.0,248.0,,,http://zhanglab.dcmb.med.umich.edu/QUARK/ecoli2/E13513
P77228,YDFJ_ECOLI,224.0,427.0,,,http://zhanglab.dcmb.med.umich.edu/QUARK/ecoli2/E13516
P76176,YDGD_ECOLI,7.0,273.0,,,http://zhanglab.dcmb.med.umich.edu/QUARK/ecoli2/E13520
P77376,YDGJ_ECOLI,0.0,346.0,,,http://zhanglab.dcmb.med.umich.edu/QUARK/ecoli2/E13523
P76187,YDHF_ECOLI,0.0,298.0,1og6C,,http://zhanglab.dcmb.med.umich.edu/QUARK/ecoli2/E13526
P76190,YDHO_ECOLI,11.0,271.0,,,http://zhanglab.dcmb.med.umich.edu/QUARK/ecoli2/E13529
P77148,YDHS_ECOLI,0.0,534.0,,,http://zhanglab.dcmb.med.umich.edu/QUARK/ecoli2/E13532
P76192,YDHV_ECOLI,1.0,700.0,,,http://zhanglab.dcmb.med.umich.edu/QUARK/ecoli2/E13535
P0AAL6,YDHY_ECOLI,7.0,208.0,,,http://zhanglab.dcmb.med.umich.edu/QUARK/ecoli2/E13538
P37766,YDIF_ECOLI,0.0,531.0,,,http://zhanglab.dcmb.med.umich.edu/QUARK/ecoli2/E13541
P76197,YDIM_ECOLI,252.0,404.0,,,http://zhanglab.dcmb.med.umich.edu/QUARK/ecoli2/E13544
P77402,YDIP_ECOLI,0.0,303.0,,,http://zhanglab.dcmb.med.umich.edu/QUARK/ecoli2/E13547
P77337,YDIS_ECOLI,7.0,429.0,,,http://zhanglab.dcmb.med.umich.edu/QUARK/ecoli2/E13550
P0ACY1,YDJA_ECOLI,0.0,183.0,3bm1A,,http://zhanglab.dcmb.med.umich.edu/QUARK/ecoli2/E13554
P77256,YDJG_ECOLI,0.0,326.0,,,http://zhanglab.dcmb.med.umich.edu/QUARK/ecoli2/E13557
P77280,YDJJ_ECOLI,0.0,347.0,,,http://zhanglab.dcmb.med.umich.edu/QUARK/ecoli2/E13560
P77529,YDJN_ECOLI,216.0,463.0,,,http://zhanglab.dcmb.med.umich.edu/QUARK/ecoli2/E13564
P0ACY3,YEAG_ECOLI,0.0,644.0,,,http://zhanglab.dcmb.med.umich.edu/QUARK/ecoli2/E13571
P76237,YEAJ_ECOLI,38.0,496.0,,,http://zhanglab.dcmb.med.umich.edu/QUARK/ecoli2/E13574
P76242,YEAN_ECOLI,217.0,393.0,,,http://zhanglab.dcmb.med.umich.edu/QUARK/ecoli2/E13577
P0ABR7,YEAW_ECOLI,0.0,374.0,,,http://zhanglab.dcmb.med.umich.edu/QUARK/ecoli2/E13580
P76256,YEAZ_ECOLI,3.0,231.0,1okjA,,http://zhanglab.dcmb.med.umich.edu/QUARK/ecoli2/E13583
P0A8A0,YEBC_ECOLI,0.0,246.0,1konA,,http://zhanglab.dcmb.med.umich.edu/QUARK/ecoli2/E13586
P76269,YEBQ_ECOLI,256.0,457.0,,,http://zhanglab.dcmb.med.umich.edu/QUARK/ecoli2/E13589
P76272,YEBT_ECOLI,16.0,877.0,,,http://zhanglab.dcmb.med.umich.edu/QUARK/ecoli2/E13592
P37774,YECC_ECOLI,0.0,250.0,,,http://zhanglab.dcmb.med.umich.edu/QUARK/ecoli2/E13595
P52007,YECM_ECOLI,0.0,188.0,1k4nA,,http://zhanglab.dcmb.med.umich.edu/QUARK/ecoli2/E13598
P0AA70,YEDA_ECOLI,199.0,306.0,,,http://zhanglab.dcmb.med.umich.edu/QUARK/ecoli2/E13601
P46144,YEDJ_ECOLI,1.0,231.0,3gw7A,,http://zhanglab.dcmb.med.umich.edu/QUARK/ecoli2/E13604
P76321,YEDN_ECOLI,0.0,173.0,,,http://zhanglab.dcmb.med.umich.edu/QUARK/ecoli2/E13607
P76335,YEDS_ECOLI,9.0,397.0,,,http://zhanglab.dcmb.med.umich.edu/QUARK/ecoli2/E13610
P76342,YEDY_ECOLI,5.0,334.0,1xdqC,,http://zhanglab.dcmb.med.umich.edu/QUARK/ecoli2/E13613
P76347,YEEJ_ECOLI,14.0,2358.0,,,http://zhanglab.dcmb.med.umich.edu/QUARK/ecoli2/E13617
P76352,YEEO_ECOLI,272.0,495.0,,,http://zhanglab.dcmb.med.umich.edu/QUARK/ecoli2/E13620
P0AD12,YEEZ_ECOLI,2.0,274.0,,,http://zhanglab.dcmb.med.umich.edu/QUARK/ecoli2/E13624
P36928,YEGD_ECOLI,0.0,450.0,,,http://zhanglab.dcmb.med.umich.edu/QUARK/ecoli2/E13627
P76393,YEGI_ECOLI,17.0,648.0,,,http://zhanglab.dcmb.med.umich.edu/QUARK/ecoli2/E13630
P76403,YEGQ_ECOLI,0.0,453.0,,,http://zhanglab.dcmb.med.umich.edu/QUARK/ecoli2/E13634
P76418,YEGU_ECOLI,0.0,334.0,,,http://zhanglab.dcmb.med.umich.edu/QUARK/ecoli2/E13637
P76421,YEGX_ECOLI,18.0,272.0,,,http://zhanglab.dcmb.med.umich.edu/QUARK/ecoli2/E13640
P33342,YEHC_ECOLI,20.0,239.0,,,http://zhanglab.dcmb.med.umich.edu/QUARK/ecoli2/E13643
P33346,YEHI_ECOLI,0.0,1210.0,,,http://zhanglab.dcmb.med.umich.edu/QUARK/ecoli2/E13646
P33352,YEHP_ECOLI,3.0,378.0,,,http://zhanglab.dcmb.med.umich.edu/QUARK/ecoli2/E13649
P0AFT5,YEHT_ECOLI,0.0,239.0,,,http://zhanglab.dcmb.med.umich.edu/QUARK/ecoli2/E13653
P33360,YEHX_ECOLI,0.0,308.0,,,http://zhanglab.dcmb.med.umich.edu/QUARK/ecoli2/E13656
P0ACR4,YEIE_ECOLI,0.0,293.0,,,http://zhanglab.dcmb.med.umich.edu/QUARK/ecoli2/E13659
P33020,YEII_ECOLI,0.0,362.0,,,http://zhanglab.dcmb.med.umich.edu/QUARK/ecoli2/E13662
P33030,YEIR_ECOLI,1.0,328.0,,,http://zhanglab.dcmb.med.umich.edu/QUARK/ecoli2/E13665
P0AFU0,YEJB_ECOLI,143.0,364.0,,,http://zhanglab.dcmb.med.umich.edu/QUARK/ecoli2/E13668
P33919,YEJH_ECOLI,0.0,586.0,,,http://zhanglab.dcmb.med.umich.edu/QUARK/ecoli2/E13671
P45508,YFAL_ECOLI,3.0,1250.0,,,http://zhanglab.dcmb.med.umich.edu/QUARK/ecoli2/E13676
P76464,YFAS_ECOLI,13.0,1534.0,,,http://zhanglab.dcmb.med.umich.edu/QUARK/ecoli2/E13679
P76471,YFAZ_ECOLI,16.0,180.0,,,http://zhanglab.dcmb.med.umich.edu/QUARK/ecoli2/E13682
P76483,YFBM_ECOLI,0.0,167.0,1rylA,,http://zhanglab.dcmb.med.umich.edu/QUARK/ecoli2/E13685
P76491,YFBR_ECOLI,0.0,199.0,2parB,,http://zhanglab.dcmb.med.umich.edu/QUARK/ecoli2/E13689
P0A8W8,YFBU_ECOLI,0.0,164.0,,,http://zhanglab.dcmb.med.umich.edu/QUARK/ecoli2/E13692
P65556,YFCD_ECOLI,0.0,180.0,2fkbC,,http://zhanglab.dcmb.med.umich.edu/QUARK/ecoli2/E13696
P77526,YFCG_ECOLI,0.0,215.0,3gx0A,,http://zhanglab.dcmb.med.umich.edu/QUARK/ecoli2/E13699
P0A8B2,YFCN_ECOLI,0.0,183.0,,,http://zhanglab.dcmb.med.umich.edu/QUARK/ecoli2/E13704
P76501,YFCR_ECOLI,13.0,170.0,,,http://zhanglab.dcmb.med.umich.edu/QUARK/ecoli2/E13708
P77288,YFCV_ECOLI,15.0,187.0,,,http://zhanglab.dcmb.med.umich.edu/QUARK/ecoli2/E13711
